"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 16 19:44:23 GMT 2023","Tue May 16 19:44:29 GMT 2023","5452","","Tests.SelenideTest","","Tests.SelenideTest","vsyatCardMTS","vsyatCardMTS",""
"broken","Tue May 16 19:44:29 GMT 2023","Tue May 16 19:44:29 GMT 2023","402","","Tests.SelenideTest","","Tests.SelenideTest","vsyatKreditMts","vsyatKreditMts",""
