"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 17 01:07:51 GMT 2023","Wed May 17 01:07:52 GMT 2023","1118","","Tests.SelenideTest","","Tests.SelenideTest","vsyatKreditMTS","vsyatKreditMTS()",""
"broken","Wed May 17 01:07:46 GMT 2023","Wed May 17 01:07:50 GMT 2023","4563","","Tests.SelenideTest","","Tests.SelenideTest","vsyatCardMTS","vsyatCardMTS()",""
